1,not difficult to predict the coming of a global cold,[],[difficult, cold],negative
2,stevenbeschloss: anyone doubt the cold blooded butcher of moscow sleeps well,[well],[doubt, butcher, cold],negative
3,hariolor: the  corpse  was  no  longer  cold  because  there  never  had  been  any  corpse  for  you  to  mourn  over  in  the  first,[],[cold, mourn],negative
1254,cliffordlutybl1  dineen20dineen cold and flu medicines don't defeat anything either 😅 they just help mask the symptoms,[defeat],[symptoms, cold],negative
1255,midreeed flu hainaga dawa hospital,[],[],neutral
1256,patriotmalave67: i bet joe and his handlers got excited when justice thomas was hospitalized with the flu  god bless justice thomas  ht,[excited, bless],[],positive
1257,masekovalencia my daughter is sick with flu  her eyws are red,[],[sick],negative
1258,engallanw omicron variant seems to escape immunity from previous variants  nov was probably delta  it's like the common cold and flu,[like],[cold],neutral
1259,but health check tho,[],[],neutral
1260,lesterhammerer worse than the kung fu flu,[],[worse],negative
1261,pharmaceutical companies expanding mrna technology to treat influenza,[],[],neutral
1262,hontzdavid: so i was busy all morning and i thought i would get caught up here  it appears that we have a unqualified candidate for the,[],[unqualified],negative
1263,masekovalencia: there s another dangerous flu flying around  be safe guys 😥,[safe],[dangerous],neutral
1264,all four of my babies have the flu https:  t co mhpofpczu1,[],[],neutral
1265,dickyshoulder but if you have had flu you don t have to declare or wait   go figure that one,[],[],neutral
1266,ksorbs: remember when we treated the flu with tea,[],[],neutral
1267,masekovalencia: there s another dangerous flu flying around  be safe guys 😥,[safe],[dangerous],neutral
1268,drbarnesbangor:  jeremyvineon5 what is on the rise now is ba1 2   son daughter of omicron   it is even weaker   i estimate the cfr to b,[],[weaker],negative
1269,guibushido  donald_machado  jhonass81593224  wendell_001  brasileirao  corinthians vc falou certo "imagina",[],[],neutral
1270,the great spanish flu pandemic that hit the world between 1918 and 1919,[great],[],positive
1271,freudianslip3rs  cliffordlutybl1  dineen20dineen oh wow  i got covid and felt,[wow],[],positive
1272,yusilol  dilxsfn  fluacademy he s friends with the owner of flu or sun like that,[like],[],positive
1273,risahoshinomd: i never understood why masks are so stigmatized here in the u s  i m from japan where we have been regularly masking sin,[],[sin],negative
1274,senatormenendez: if we re going to learn to live with covid like we ve adapted to living with the flu,[like],[],positive
1275,thebluegem3: the stomach flu is going around alberta  just a hunch that wearing masks could have not only prevented the spread of covid,[],[],neutral
1276,kegevans there is nothing out there but flu and colds   you have been lied to  biden said it himself,[],[lied],negative
1277,montagueterrie: i'm still confused as to why triple jabbed people who are still contracting and transmitting a flu virus are allowed to,[],[confused, virus],negative
1278,free range eggs no longer available in uk due to bird flu https:  t co 2luwvq0ei6,[available, free],[],positive
1279,truthseeker6761  redeyebrody  indigoleo10 after this flu,[],[],neutral
1280,h_irish37: each will be modified for new variants  that s not true,[],[],neutral
1281,mattwalshblog trust the science  dna does not lie,[trust],[lie],neutral
1282,montagueterrie: i'm still confused as to why triple jabbed people who are still contracting and transmitting a flu virus are allowed to,[],[confused, virus],negative
1283,masekovalencia: there s another dangerous flu flying around  be safe guys 😥,[safe],[dangerous],neutral
1284,guesty22 pretty much  i had it last week  like a lesser flu really  but aye loads of outbreaks,[pretty, like],[],positive
1285,55bellechasse: quelqu un conna t cette histoire  2009,[],[],neutral
1286,hontzdavid: so i was busy all morning and i thought i would get caught up here  it appears that we have a unqualified candidate for the,[],[unqualified],negative
1287,aiexobroca: gol do flu 1x0 no botafogo,[],[],neutral
1288,kathmlee1  rtwhores  scottcgruber there are a lot of those  i have a guy insisting to me in 2022 that covid is a flu and that you don't catch it thru the air but from surfaces,[],[],neutral
1289,fifty_shadesofd  soloamicus me too  well,[well],[],positive
1290,montagueterrie: i'm still confused as to why triple jabbed people who are still contracting and transmitting a flu virus are allowed to,[],[confused, virus],negative
1291,how have i been able to dodge covid this whole time but end up with the flu 😐,[],[],neutral
1292,lvng_sunflower: nursing a flu,[],[],neutral
1293,epiktravis  fluacademy some kids who are on flu dont even get payed bro flu academy is like the equivalent of a console clan,[like],[],positive
1294,a1magfly:  ztpetrizzo there seems to be some mysterious illness affecting these truckers  it's flu like and causes severe body aches  i,[like],[aches, mysterious, severe, illness],negative
1295,darrenmanics:  bdog_mom  bashbymd no injections never worn a mask been working everyday not at home been exposed several times to the r,[],[worn],negative
1296,dutchdl: they made you think that covid 19 is dangerous,[],[dangerous],negative
1297,nick_the_geek78: if omicron's death rate is even lower than the flu's,[],[death],negative
1298,white house press secretary jen psaki tests positive for covid 19,[positive],[],positive
1299,lavern_spicer: justice thomas has the flu and immediately leftists are calling for the death of this great black man,[great],[death],neutral
1300,franwright2  jeremyvineon5 i wouldn't declare over,[],[],neutral
1301,55bellechasse: quelqu un conna t cette histoire  2009,[],[],neutral
1302,montagueterrie: i'm still confused as to why triple jabbed people who are still contracting and transmitting a flu virus are allowed to,[],[confused, virus],negative
1303,orlans17  mattdodson12  geopol2030  draseemmalhotra additionally i dont know a single person who has been forced to take jab  i also don't know a single person who has had any side effects from the jab,[],[],neutral
1304,risahoshinomd: i never understood why masks are so stigmatized here in the u s  i m from japan where we have been regularly masking sin,[],[sin],negative
1305,bel_b30 amazingly,[amazingly],[],positive
1306,dax  amp  i both have the flu  how romantic,[romantic],[],positive
1307,santoshr123  bigads1974  romaneagles  kristiebatten  jennamclarke  markmcgowanmp oh and when you can't leave your country without one,[],[],neutral
1308,kenzaicreative  stephen_taylor ok and  do you people read  who cares it s a flu those symptoms are flu symptoms have you people lost your ever loving minds    covidiots https:  t co gbplyegffa}},[loving],[symptoms, lost],negative
1309,lord,[],[],neutral
1310,g_kay5: i just spent the last hour explaining a simple thing to a colleague who is suffering from long covid  she used to be quick thin }},[],[suffering],negative
1311,aiexobroca: gol do flu 1x0 no botafogo,[],[],neutral
1312,comsep1914  savarinx  saturncrwes  kikotoddy  siteresenha mano   bem prov vel que mude as coisas daqui pra frente com as novas administra  es dos clubes,[],[],neutral
1313,andrew7rd  sickbruvv  bblues60 😂😂😂😂oh ok then  if i had a dog and it had 3 rabies shots in a year and still got rabies i d be asking questions  the 💉do not stop transmission or getting it so what is the point everyone i know who is triple jabbed and got covid were floored by it  i had a very mild flu🤔😂}},[],[floored],negative
1314,aiexobroca: gol do flu 1x0 no botafogo,[],[],neutral
1315,urubutt_: flu e bota fazendo um jogo horrendo numa semifinal de carioca,[],[],neutral
1316,stephen_taylor agree 100   almost everyone i know has had covid in the last 3 months and no one had had symptoms worse than the flu whether vaxxed or not }},[],[symptoms, worse],negative
1317,magalhaes_bfr: torcida do botafogo cantando: narrador falando que   a torcida do flu que est  cantando,[],[],neutral
1318,byounger13: "it is not covid related  the justice does not have covid,[],[],neutral
1319,aiexobroca: gol do flu 1x0 no botafogo,[],[],neutral
1320,jeremyfaust: i m not saying we all need 4th doses,[],[],neutral
1321,aiexobroca: gol do flu 1x0 no botafogo,[],[],neutral
1322,acho que est  na hora,[],[],neutral
1323,flu flu flu flu https:  t co imnuq48sdl}},[],[],neutral
1324,susuzinhacrf mais um ano de fla flu kkkkkk}},[],[],neutral
1325,aiexobroca: gol do flu 1x0 no botafogo,[],[],neutral
1326,parab ns a  clarobrasil pois seus convidados do camarote do  estniltonsantos torcedores do flu,[],[],neutral
1327,bpositiv3 i am very sorry for the situation  i hope a cat flu is all it is }},[],[sorry],negative
1328,gra as   deus,[],[],neutral
1329,fladanacao_: o ruim de gostar de futebol   q a gente se submete a umas coisas q   surreal,[surreal],[],positive
1330,stevent65674368  jenniferelle_  bonnieferrante  turnerlin6 lol she is probably offended by the german measles,[],[],neutral
1331,aiexobroca: gol do flu 1x0 no botafogo,[],[],neutral
1332,south aust and any state does not need an emergency declaration for anything  there isnt and hasnt ever been a need for this for a flu like virus or anything else other than war}},[like],[emergency, virus],negative
1333,linha de passe,[],[passe],negative
1334,sera que teremos um fla flu   🤨🤨}},[],[],neutral
1335,tryangregory: covid is:,[],[],neutral
1336,g_kay5: i just spent the last hour explaining a simple thing to a colleague who is suffering from long covid  she used to be quick thin }},[],[suffering],negative
1337,halloway's final scene is somehow still distracting  "do it " light me on fire space lady because my space flu is that bad,[],[bad, distracting],negative
1338,isaviseira: gol do flu e s  t  dando a torcida do vasco}},[],[],neutral
1339,corleone_roller with millions of doses of covid vaccines available that will be your flu shot this year my advice don't roll up ya sleeve 👍}},[available],[],positive
1340,aiexobroca: gol do flu 1x0 no botafogo,[],[],neutral
1341,aiexobroca: gol do flu 1x0 no botafogo,[],[],neutral
1342,any chance this might be happening in conjunction with regular cold and flu season  https:  t co pnuzj0azw0}},[],[cold],negative
1343,flu https:  t co o7tuths4kb}},[],[],neutral
1344,atrachelgilmore my oldest has gotten covid 2x since dec    it was a mild flu as i got it from him    unvaxxed and aok with it    your hysteria is noted    }},[],[hysteria],negative
1345,ninasouzarn: o brasil necessita sair desse fla x flu  n s precisamos debater projetos,[],[],neutral
1346,aiexobroca: gol do flu 1x0 no botafogo,[],[],neutral
1347,outro time  se o bairro n o ganhou do pior time do flu,[],[],neutral
1348,magalhaes_bfr: torcida do botafogo cantando: narrador falando que   a torcida do flu que est  cantando,[],[],neutral
1349,aiexobroca: gol do flu 1x0 no botafogo,[],[],neutral
1350,incorrectix: ricky: sorry,[],[sorry],negative
